long,lat,ASMT_YEAR,TAX_YEAR,PIN_DASH,neighborhood,assess_total_assyr,home_value,wths_wants,assessment_year,situs_addr_city,situs_addr_line_1,situs_addr_line_2,situs_addr_state_legdat,situs_addr_zip_legdat,situs_cmptaddr_direct_legdat,situs_cmptaddr_name_legdat,situs_cmptaddr_number_legdat,situs_cmptaddr_numsuf_legdat,situs_cmptaddr_suffix_legdat
-87.98749148,42.38846748,2020,2019,07-07-402-054,9807160,99972,"$299,916.00",$359.90,2020,GURNEE,36172 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36172,,TER
-87.98674365,42.38851303,2020,2019,07-07-402-069,9807160,93115,"$279,345.00",$335.21,2020,GURNEE,36177 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36177,,TER
-87.98683448,42.38903697,2020,2019,07-07-402-067,9807160,93021,"$279,063.00",$334.88,2020,GURNEE,36213 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36213,,TER
-87.98678661,42.390937,2020,2019,07-07-402-061,9807160,80616,"$241,848.00",$290.22,2020,GURNEE,36345 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36345,,TER
-87.98753813,42.38971458,2020,2019,07-07-402-049,9807160,80056,"$240,168.00",$288.20,2020,GURNEE,36260 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36260,,TER
-87.99426659,42.38873489,2020,2019,07-07-300-018,9807160,70791,"$212,373.00",$254.85,2020,GURNEE,36513 N GRANDWOOD DR,,IL,60031,N,GRANDWOOD,36513,,DR
-87.98747618,42.38805123,2020,2019,07-07-402-056,9807160,88143,"$264,429.00",$317.31,2020,GURNEE,36144 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36144,,TER
-87.9900342,42.39211238,2020,2019,07-07-401-034,9807160,69572,"$208,716.00",$250.46,2020,GURNEE,36427 N STREAMWOOD DR,,IL,60031,N,STREAMWOOD,36427,,DR
-87.9874683,42.38785453,2020,2019,07-07-402-057,9807160,90965,"$272,895.00",$327.47,2020,GURNEE,36130 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36130,,TER
-87.98748324,42.38825496,2020,2019,07-07-402-055,9807160,86494,"$259,482.00",$311.38,2020,GURNEE,36158 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36158,,TER
-87.98688513,42.38935825,2020,2019,07-07-402-066,9807160,102957,"$308,871.00",$370.65,2020,GURNEE,36237 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36237,,TER
-87.9865984,42.3876545,2020,2019,07-07-402-073,9807160,98106,"$294,318.00",$353.18,2020,GURNEE,36119 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36119,,TER
-87.98666632,42.38806551,2020,2019,07-07-402-071,9807160,101533,"$304,599.00",$365.52,2020,GURNEE,36147 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36147,,TER
-87.98746334,42.38766205,2020,2019,07-07-402-058,9807160,94561,"$283,683.00",$340.42,2020,GURNEE,36118 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36118,,TER
-87.98753605,42.39001714,2020,2019,07-07-402-048,9807160,94397,"$283,191.00",$339.83,2020,GURNEE,36280 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36280,,TER
-87.98691964,42.38970975,2020,2019,07-07-402-065,9807160,93239,"$279,717.00",$335.66,2020,GURNEE,36261 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36261,,TER
-87.98670353,42.38828223,2020,2019,07-07-402-070,9807160,91793,"$275,379.00",$330.45,2020,GURNEE,36161 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36161,,TER
-87.98751763,42.38917015,2020,2019,07-07-402-051,9807160,90264,"$270,792.00",$324.95,2020,GURNEE,36220 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36220,,TER
-87.98691293,42.39004985,2020,2019,07-07-402-064,9807160,88023,"$264,069.00",$316.88,2020,GURNEE,36285 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36285,,TER
-87.9875089,42.38892244,2020,2019,07-07-402-052,9807160,86805,"$260,415.00",$312.50,2020,GURNEE,36204 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36204,,TER
-87.98749979,42.388689,2020,2019,07-07-402-053,9807160,86496,"$259,488.00",$311.39,2020,GURNEE,36186 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36186,,TER
-87.98751835,42.39031071,2020,2019,07-07-402-047,9807160,85150,"$255,450.00",$306.54,2020,GURNEE,36300 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36300,,TER
-87.98746923,42.39111045,2020,2019,07-07-402-044,9807160,82229,"$246,687.00",$296.02,2020,GURNEE,36356 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36356,,TER
-87.99121726,42.39314527,2020,2019,07-07-401-009,9807160,69316,"$207,948.00",$249.54,2020,GURNEE,18435 W GEIER RD,,IL,60031,W,GEIER,18435,,RD
-87.99155696,42.39274,2020,2019,07-07-401-011,9807160,67719,"$203,157.00",$243.79,2020,GURNEE,18453 W GEIER RD,,IL,60031,W,GEIER,18453,,RD
-87.9867869,42.38876217,2020,2019,07-07-402-068,9807110,90980,"$272,940.00",$327.53,2020,GURNEE,36195 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36195,,TER
-87.99623867,42.39153012,2020,2019,07-07-304-010,9807110,72663,"$217,989.00",$261.59,2020,GURNEE,18711 W HIGHFIELD DR,,IL,60031,W,HIGHFIELD,18711,,DR
-87.98951835,42.39045792,2020,2019,07-07-401-063,9807110,56963,"$170,889.00",$205.07,2020,GURNEE,18338 W LAKEVIEW TER,,IL,60031,W,LAKEVIEW,18338,,TER
-87.98752772,42.38943187,2020,2019,07-07-402-050,9807110,88724,"$266,172.00",$319.41,2020,GURNEE,36238 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36238,,TER
-87.98687089,42.39037398,2020,2019,07-07-402-063,9807110,82365,"$247,095.00",$296.51,2020,GURNEE,36307 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36307,,TER
-87.98748483,42.39085522,2020,2019,07-07-402-045,9807110,76386,"$229,158.00",$274.99,2020,GURNEE,36338 N DOUGLAS TER,,IL,60031,N,DOUGLAS,36338,,TER
-87.99024109,42.39392064,2020,2019,07-07-205-009,9807110,64257,"$192,771.00",$231.33,2020,GURNEE,36546 N STREAMWOOD DR,,IL,60031,N,STREAMWOOD,36546,,DR
-87.99416748,42.39480136,2020,2019,07-07-104-021,9807110,64080,"$192,240.00",$230.69,2020,GURNEE,37048 N GRANDWOOD DR,,IL,60031,N,GRANDWOOD,37048,,DR
-87.99269476,42.38984181,2020,2019,07-07-307-028,9807110,63857,"$191,571.00",$229.89,2020,GURNEE,36419 N GRANDWOOD DR,,IL,60031,N,GRANDWOOD,36419,,DR
-87.98869462,42.38718914,2020,2019,07-07-408-008,9807110,57417,"$172,251.00",$206.70,2020,GURNEE,18299 W WOODLAND TER,,IL,60031,W,WOODLAND,18299,,TER
-87.9911276,42.38724587,2020,2019,07-07-407-007,9807110,59795,"$179,385.00",$215.26,2020,GURNEE,36080 N GRANDWOOD DR,,IL,60031,N,GRANDWOOD,36080,,DR
-87.98839854,42.3940141,2020,2019,07-07-203-034,9807110,59079,"$177,237.00",$212.68,2020,GURNEE,36548 N EDGEWOOD DR,,IL,60031,N,EDGEWOOD,36548,,DR
-87.99099711,42.3939259,2020,2019,07-07-205-006,9807110,52228,"$156,684.00",$188.02,2020,GURNEE,18431 W RAE LN,,IL,60031,W,RAE,18431,,LN
-87.9931137,42.39306609,2020,2019,07-07-305-009,9807110,52086,"$156,258.00",$187.51,2020,GURNEE,18525 W GEIER RD,,IL,60031,W,GEIER,18525,,RD
-87.99353408,42.39430192,2020,2019,07-07-106-008,9807110,62414,"$187,242.00",$224.69,2020,GURNEE,37033 N GRANDWOOD DR,,IL,60031,N,GRANDWOOD,37033,,DR
-87.99716147,42.39408132,2020,2019,07-07-101-017,9807110,47236,"$141,708.00",$170.05,2020,GURNEE,36550 N BEVERLY AVE,,IL,60031,N,BEVERLY,36550,,AVE
-87.99689511,42.39115595,2020,2019,07-07-304-026,9807110,56601,"$169,803.00",$203.76,2020,GURNEE,18680 W WESTWOOD PL,,IL,60031,W,WESTWOOD,18680,,PL
-87.97907938,42.37663203,2020,2019,07-17-300-025,9874500,0,$0.00,$0.00,2020,GURNEE,0 DADA DR,,IL,60031,,DADA,0,,DR
-87.9817677,42.37774363,2020,2019,07-17-300-029,9874500,0,$0.00,$0.00,2020,GURNEE,0 ALMOND RD,,IL,60031,,ALMOND,0,,RD
-87.95229528,42.37924487,2020,2019,07-16-205-002,9872390,406735,"$1,220,205.00","$1,464.25",2020,GURNEE,1475 CEMETERY RD,,IL,60031,,CEMETERY,1475,,RD
-87.89068583,42.40236524,2020,2019,07-01-401-006,9800030,0,$0.00,$0.00,2020,GURNEE,13377 W VERCOE AVE,,IL,60031,W,VERCOE,13377,,AVE
-87.89195966,42.40141486,2020,2019,07-01-405-007,9800030,0,$0.00,$0.00,2020,GURNEE,13378 W SALLMON AVE,,IL,60031,W,SALLMON,13378,,AVE
-87.9339216,42.40335057,2020,2019,07-03-300-010,9800030,0,$0.00,$0.00,2020,GURNEE,0 SKOKIE HWY,,IL,60031,,SKOKIE,0,,HWY
-87.9215288,42.37170461,2020,2019,07-14-305-005,9800030,0,$0.00,$0.00,2020,GURNEE,0 GRAND AVE,,IL,60031,,GRAND,0,,AVE
-87.9345227,42.34969679,2020,2019,07-27-100-013,9800030,0,$0.00,$0.00,2020,GURNEE,33531 N IL ROUTE 21,,IL,60031,N,IL ROUTE 21,33531,,
-87.9372675,42.35361078,2020,2019,07-27-100-047,9800030,0,$0.00,$0.00,2020,GURNEE,0 IL ROUTE 21,,IL,60031,,IL ROUTE 21,0,,
-87.88684146,42.37370107,2020,2019,07-13-426-056,9813350,108496,"$325,488.00",$390.59,2020,GURNEE,970 TRALEE CT,,IL,60031,,TRALEE,970,,CT
-87.88615916,42.37302641,2020,2019,07-13-426-068,9813350,101057,"$303,171.00",$363.81,2020,GURNEE,933 TRALEE CT,,IL,60031,,TRALEE,933,,CT
-87.88685046,42.37304241,2020,2019,07-13-426-059,9813350,99454,"$298,362.00",$358.03,2020,GURNEE,932 TRALEE CT,,IL,60031,,TRALEE,932,,CT
-87.88684746,42.37326196,2020,2019,07-13-426-058,9813350,97010,"$291,030.00",$349.24,2020,GURNEE,946 TRALEE CT,,IL,60031,,TRALEE,946,,CT
-87.88684032,42.37394701,2020,2019,07-13-426-055,9813350,122174,"$366,522.00",$439.83,2020,GURNEE,982 TRALEE CT,,IL,60031,,TRALEE,982,,CT
-87.88614366,42.3739307,2020,2019,07-13-426-064,9813350,112612,"$337,836.00",$405.40,2020,GURNEE,981 TRALEE CT,,IL,60031,,TRALEE,981,,CT
-87.88685453,42.37281846,2020,2019,07-13-426-060,9813350,102357,"$307,071.00",$368.49,2020,GURNEE,920 TRALEE CT,,IL,60031,,TRALEE,920,,CT
-87.88611829,42.37222516,2020,2019,07-13-426-083,9813350,95437,"$286,311.00",$343.57,2020,GURNEE,895 TRALEE CT,,IL,60031,,TRALEE,895,,CT
-87.88616311,42.37280662,2020,2019,07-13-426-069,9813350,94745,"$284,235.00",$341.08,2020,GURNEE,921 TRALEE CT,,IL,60031,,TRALEE,921,,CT
-87.88684446,42.37348151,2020,2019,07-13-426-057,9813350,93550,"$280,650.00",$336.78,2020,GURNEE,958 TRALEE CT,,IL,60031,,TRALEE,958,,CT
-87.88615279,42.37346551,2020,2019,07-13-426-066,9813350,98827,"$296,481.00",$355.78,2020,GURNEE,957 TRALEE CT,,IL,60031,,TRALEE,957,,CT
-87.88615598,42.37324596,2020,2019,07-13-426-067,9813350,83030,"$249,090.00",$298.91,2020,GURNEE,945 TRALEE CT,,IL,60031,,TRALEE,945,,CT
-87.88614961,42.37368506,2020,2019,07-13-426-065,9813350,94292,"$282,876.00",$339.45,2020,GURNEE,969 TRALEE CT,,IL,60031,,TRALEE,969,,CT
-87.886898,42.37235086,2020,2019,07-13-426-075,9813350,8080,"$24,240.00",$29.09,2020,GURNEE,898 TRALEE CT,,IL,60031,,TRALEE,898,,CT
-87.88688517,42.37216621,2020,2019,07-13-426-076,9813350,16163,"$48,489.00",$58.19,2020,GURNEE,896 TRALEE CT,,IL,60031,,TRALEE,896,,CT
-87.95960106,42.38601322,2020,2019,07-09-301-007,9870100,660433,"$1,981,299.00","$2,377.56",2020,GURNEE,6380 GRAND AVE,,IL,60031,,GRAND,6380,,AVE
-87.93424996,42.3774964,2020,2019,07-15-305-003,9870100,494417,"$1,483,251.00","$1,779.90",2020,GURNEE,5300 GRAND AVE,,IL,60031,,GRAND,5300,,AVE
-87.96409556,42.38622572,2020,2019,07-08-401-097,9870100,465385,"$1,396,155.00","$1,675.39",2020,GURNEE,6550 GRAND AVE,,IL,60031,,GRAND,6550,,AVE
-87.96562109,42.38490429,2020,2019,07-17-202-006,9870100,372441,"$1,117,323.00","$1,340.79",2020,GURNEE,6585 GRAND AVE,,IL,60031,,GRAND,6585,,AVE
-87.95905815,42.38576486,2020,2019,07-16-103-017,9870100,306364,"$919,092.00","$1,102.91",2020,GURNEE,6360 GRAND AVE,,IL,60031,,GRAND,6360,,AVE
-87.95697535,42.38448448,2020,2019,07-16-103-025,9870100,298800,"$896,400.00","$1,075.68",2020,GURNEE,6290 GRAND AVE,,IL,60031,,GRAND,6290,,AVE
-87.95329648,42.38533772,2020,2019,07-16-201-006,9870100,294211,"$882,633.00","$1,059.16",2020,GURNEE,6070 GURNEE MILLS CIR E,,IL,60031,,GURNEE MILLS,6070,,CIR
-87.9051538,42.37929944,2020,2019,07-14-201-089,9870100,247892,"$743,676.00",$892.41,2020,GURNEE,4150 GROVE AVE,,IL,60031,,GROVE,4150,,AVE
-87.90569638,42.37927118,2020,2019,07-14-201-088,9870100,28643,"$85,929.00",$103.11,2020,GURNEE,0 GROVE AVE,,IL,60031,,GROVE,0,,AVE
-87.95852827,42.34998479,2020,2019,07-28-101-031,9828460,78823,"$236,469.00",$283.76,2020,GURNEE,6280 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6280,,DR
-87.95805497,42.34984367,2020,2019,07-28-101-033,9828460,77441,"$232,323.00",$278.79,2020,GURNEE,6290 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6290,,DR
-87.95787593,42.35122442,2020,2019,07-28-102-012,9828460,71930,"$215,790.00",$258.95,2020,GURNEE,6255 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6255,,DR
-87.95751753,42.35062705,2020,2019,07-28-102-030,9828460,69559,"$208,677.00",$250.41,2020,GURNEE,650 SANDWEDGE PL,,IL,60031,,SANDWEDGE,650,,PL
-87.9578768,42.3511062,2020,2019,07-28-102-013,9828460,63514,"$190,542.00",$228.65,2020,GURNEE,6257 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6257,,DR
-87.95685753,42.35087415,2020,2019,07-28-103-013,9828460,69340,"$208,020.00",$249.62,2020,GURNEE,639 SANDWEDGE PL,,IL,60031,,SANDWEDGE,639,,PL
-87.95689031,42.35062974,2020,2019,07-28-103-015,9828460,69249,"$207,747.00",$249.30,2020,GURNEE,651 SANDWEDGE PL,,IL,60031,,SANDWEDGE,651,,PL
-87.95851833,42.35202204,2020,2019,07-28-101-015,9828460,68005,"$204,015.00",$244.82,2020,GURNEE,6242 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6242,,DR
-87.95851755,42.35225785,2020,2019,07-28-101-013,9828460,67817,"$203,451.00",$244.14,2020,GURNEE,6238 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6238,,DR
-87.95679637,42.35231395,2020,2019,07-28-103-001,9828460,70503,"$211,509.00",$253.81,2020,GURNEE,567 SANDWEDGE PL,,IL,60031,,SANDWEDGE,567,,PL
-87.95703295,42.35272205,2020,2019,07-28-101-009,9828460,70350,"$211,050.00",$253.26,2020,GURNEE,6206 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6206,,DR
-87.95736152,42.3522612,2020,2019,07-28-102-004,9828460,64660,"$193,980.00",$232.78,2020,GURNEE,6211 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6211,,DR
-87.95692026,42.35051165,2020,2019,07-28-103-016,9828460,64458,"$193,374.00",$232.05,2020,GURNEE,657 SANDWEDGE PL,,IL,60031,,SANDWEDGE,657,,PL
-87.95768033,42.35272619,2020,2019,07-28-101-005,9828460,64375,"$193,125.00",$231.75,2020,GURNEE,6214 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6214,,DR
-87.95684986,42.35147131,2020,2019,07-28-103-008,9828460,63530,"$190,590.00",$228.71,2020,GURNEE,609 SANDWEDGE PL,,IL,60031,,SANDWEDGE,609,,PL
-87.95798124,42.35038074,2020,2019,07-28-102-031,9828460,62636,"$187,908.00",$225.49,2020,GURNEE,6273 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6273,,DR
-87.95800402,42.35272826,2020,2019,07-28-101-003,9828460,55940,"$167,820.00",$201.38,2020,GURNEE,6218 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6218,,DR
-87.95685009,42.35111413,2020,2019,07-28-103-011,9828460,61827,"$185,481.00",$222.58,2020,GURNEE,627 SANDWEDGE PL,,IL,60031,,SANDWEDGE,627,,PL
-87.95787579,42.3516972,2020,2019,07-28-102-008,9828460,71225,"$213,675.00",$256.41,2020,GURNEE,6247 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6247,,DR
-87.95748136,42.35193348,2020,2019,07-28-102-019,9828460,65045,"$195,135.00",$234.16,2020,GURNEE,584 SANDWEDGE PL,,IL,60031,,SANDWEDGE,584,,PL
-87.95853884,42.35084319,2020,2019,07-28-101-025,9828460,64640,"$193,920.00",$232.70,2020,GURNEE,6262 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6262,,DR
-87.95788209,42.35098889,2020,2019,07-28-102-014,9828460,61756,"$185,268.00",$222.32,2020,GURNEE,6259 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6259,,DR
-87.95686926,42.35075064,2020,2019,07-28-103-014,9828460,62249,"$186,747.00",$224.10,2020,GURNEE,645 SANDWEDGE PL,,IL,60031,,SANDWEDGE,645,,PL
-87.95854114,42.35060422,2020,2019,07-28-101-027,9828460,77527,"$232,581.00",$279.10,2020,GURNEE,6268 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6268,,DR
-87.95787572,42.35193357,2020,2019,07-28-102-006,9828460,80580,"$241,740.00",$290.09,2020,GURNEE,6243 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6243,,DR
-87.95787589,42.35134262,2020,2019,07-28-102-011,9828460,73880,"$221,640.00",$265.97,2020,GURNEE,6253 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6253,,DR
-87.95854153,42.35035981,2020,2019,07-28-101-029,9828460,71928,"$215,784.00",$258.94,2020,GURNEE,6272 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6272,,DR
-87.95826349,42.35275259,2020,2019,07-28-101-002,9828460,76271,"$228,813.00",$274.58,2020,GURNEE,6220 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6220,,DR
-87.95835515,42.34986391,2020,2019,07-28-101-032,9828460,76257,"$228,771.00",$274.53,2020,GURNEE,6286 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6286,,DR
-87.95856059,42.35019753,2020,2019,07-28-101-030,9828460,75961,"$227,883.00",$273.46,2020,GURNEE,6274 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6274,,DR
-87.95853968,42.35263146,2020,2019,07-28-101-001,9828460,69789,"$209,367.00",$251.24,2020,GURNEE,6228 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6228,,DR
-87.95787582,42.35157901,2020,2019,07-28-102-009,9828460,75884,"$227,652.00",$273.18,2020,GURNEE,6249 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6249,,DR
-87.95684655,42.35205561,2020,2019,07-28-103-003,9828460,69331,"$207,993.00",$249.59,2020,GURNEE,579 SANDWEDGE PL,,IL,60031,,SANDWEDGE,579,,PL
-87.95695563,42.35039373,2020,2019,07-28-103-017,9828460,68684,"$206,052.00",$247.26,2020,GURNEE,663 SANDWEDGE PL,,IL,60031,,SANDWEDGE,663,,PL
-87.95787587,42.35146081,2020,2019,07-28-102-010,9828460,73838,"$221,514.00",$265.82,2020,GURNEE,6251 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6251,,DR
-87.95854155,42.3504807,2020,2019,07-28-101-028,9828460,73144,"$219,432.00",$263.32,2020,GURNEE,6270 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6270,,DR
-87.95787575,42.35181538,2020,2019,07-28-102-007,9828460,72764,"$218,292.00",$261.95,2020,GURNEE,6245 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6245,,DR
-87.95782773,42.34985491,2020,2019,07-28-101-034,9828460,66580,"$199,740.00",$239.69,2020,GURNEE,6292 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6292,,DR
-87.95851794,42.35213994,2020,2019,07-28-101-014,9828460,64912,"$194,736.00",$233.68,2020,GURNEE,6240 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6240,,DR
-87.95787569,42.35205177,2020,2019,07-28-102-005,9828460,70938,"$212,814.00",$255.38,2020,GURNEE,6241 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6241,,DR
-87.95791518,42.35062643,2020,2019,07-28-102-017,9828460,70411,"$211,233.00",$253.48,2020,GURNEE,6265 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6265,,DR
-87.95748152,42.35146073,2020,2019,07-28-102-023,9828460,63953,"$191,859.00",$230.23,2020,GURNEE,608 SANDWEDGE PL,,IL,60031,,SANDWEDGE,608,,PL
-87.95753656,42.3503741,2020,2019,07-28-102-033,9828460,63792,"$191,376.00",$229.65,2020,GURNEE,6295 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6295,,DR
-87.95854075,42.35072502,2020,2019,07-28-101-026,9828460,69887,"$209,661.00",$251.59,2020,GURNEE,6264 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6264,,DR
-87.95852066,42.35131463,2020,2019,07-28-101-021,9828460,69339,"$208,017.00",$249.62,2020,GURNEE,6254 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6254,,DR
-87.95682996,42.35217367,2020,2019,07-28-103-002,9828460,68965,"$206,895.00",$248.27,2020,GURNEE,573 SANDWEDGE PL,,IL,60031,,SANDWEDGE,573,,PL
-87.95853072,42.35096137,2020,2019,07-28-101-024,9828460,68788,"$206,364.00",$247.64,2020,GURNEE,6260 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6260,,DR
-87.95748148,42.35157891,2020,2019,07-28-102-022,9828460,68167,"$204,501.00",$245.40,2020,GURNEE,602 SANDWEDGE PL,,IL,60031,,SANDWEDGE,602,,PL
-87.95684982,42.35159038,2020,2019,07-28-103-007,9828460,68005,"$204,015.00",$244.82,2020,GURNEE,603 SANDWEDGE PL,,IL,60031,,SANDWEDGE,603,,PL
-87.95685219,42.35099519,2020,2019,07-28-103-012,9828460,67721,"$203,163.00",$243.80,2020,GURNEE,633 SANDWEDGE PL,,IL,60031,,SANDWEDGE,633,,PL
-87.95748145,42.3516971,2020,2019,07-28-102-021,9828460,67713,"$203,139.00",$243.77,2020,GURNEE,596 SANDWEDGE PL,,IL,60031,,SANDWEDGE,596,,PL
-87.95687111,42.35272101,2020,2019,07-28-101-010,9828460,66290,"$198,870.00",$238.64,2020,GURNEE,6204 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6204,,DR
-87.95727249,42.34985459,2020,2019,07-28-101-037,9828460,65300,"$195,900.00",$235.08,2020,GURNEE,6298 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6298,,DR
-87.95684993,42.35123318,2020,2019,07-28-103-010,9828460,65045,"$195,135.00",$234.16,2020,GURNEE,621 SANDWEDGE PL,,IL,60031,,SANDWEDGE,621,,PL
-87.95748159,42.35122435,2020,2019,07-28-102-025,9828460,64704,"$194,112.00",$232.93,2020,GURNEE,620 SANDWEDGE PL,,IL,60031,,SANDWEDGE,620,,PL
-87.95852289,42.35107898,2020,2019,07-28-101-023,9828460,64591,"$193,773.00",$232.53,2020,GURNEE,6258 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6258,,DR
-87.95749601,42.35075315,2020,2019,07-28-102-029,9828460,64590,"$193,770.00",$232.52,2020,GURNEE,644 SANDWEDGE PL,,IL,60031,,SANDWEDGE,644,,PL
-87.95790448,42.35075516,2020,2019,07-28-102-016,9828460,64429,"$193,287.00",$231.94,2020,GURNEE,6263 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6263,,DR
-87.95748162,42.35110625,2020,2019,07-28-102-026,9828460,64365,"$193,095.00",$231.71,2020,GURNEE,626 SANDWEDGE PL,,IL,60031,,SANDWEDGE,626,,PL
-87.95748166,42.35098923,2020,2019,07-28-102-027,9828460,69385,"$208,155.00",$249.79,2020,GURNEE,632 SANDWEDGE PL,,IL,60031,,SANDWEDGE,632,,PL
-87.95748141,42.35181528,2020,2019,07-28-102-020,9828460,64006,"$192,018.00",$230.42,2020,GURNEE,590 SANDWEDGE PL,,IL,60031,,SANDWEDGE,590,,PL
-87.95851949,42.35166834,2020,2019,07-28-101-018,9828460,63772,"$191,316.00",$229.58,2020,GURNEE,6248 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6248,,DR
-87.95667517,42.35271461,2020,2019,07-28-101-011,9828460,63177,"$189,531.00",$227.44,2020,GURNEE,6202 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6202,,DR
-87.95748175,42.35087213,2020,2019,07-28-102-028,9828460,63056,"$189,168.00",$227.00,2020,GURNEE,638 SANDWEDGE PL,,IL,60031,,SANDWEDGE,638,,PL
-87.9577767,42.35036072,2020,2019,07-28-102-032,9828460,62967,"$188,901.00",$226.68,2020,GURNEE,6291 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6291,,DR
-87.95699963,42.35024851,2020,2019,07-28-103-018,9828460,62881,"$188,643.00",$226.37,2020,GURNEE,669 SANDWEDGE PL,,IL,60031,,SANDWEDGE,669,,PL
-87.95685,42.35194226,2020,2019,07-28-103-004,9828460,62767,"$188,301.00",$225.96,2020,GURNEE,585 SANDWEDGE PL,,IL,60031,,SANDWEDGE,585,,PL
-87.95784218,42.35272722,2020,2019,07-28-101-004,9828460,62590,"$187,770.00",$225.32,2020,GURNEE,6216 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6216,,DR
-87.95764262,42.34985466,2020,2019,07-28-101-035,9828460,62564,"$187,692.00",$225.23,2020,GURNEE,6294 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6294,,DR
-87.95852103,42.35119672,2020,2019,07-28-101-022,9828460,62396,"$187,188.00",$224.63,2020,GURNEE,6256 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6256,,DR
-87.95851871,42.35190414,2020,2019,07-28-101-016,9828460,62382,"$187,146.00",$224.58,2020,GURNEE,6244 EAGLE RIDGE DR,,IL,60031,,EAGLE RIDGE,6244,,DR
-87.95684978,42.35170944,2020,2019,07-28-103-006,9828460,62253,"$186,759.00",$224.11,2020,GURNEE,597 SANDWEDGE PL,,IL,60031,,SANDWEDGE,597,,PL
